employee_id,age,gender,marital_status,education,education_field,department,job_role,business_travel,overtime,years_at_company,years_in_role,years_with_manager,num_companies_worked,monthly_income,percent_salary_hike,stock_option_level,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,job_involvement,training_times_last_year,distance_from_home,attrition
EMP-0170,28,Male,Divorced,Master,Other,Marketing,Marketing Manager,Travel_Rarely,No,1,1,0,6,5684,25,0,4,1,3,4,4,3,3,1,No
EMP-0171,41,Male,Married,Master,Life Sciences,Engineering,Tech Lead,Travel_Rarely,No,8,0,1,2,10496,11,0,3,1,2,3,3,3,4,7,No
EMP-0172,42,Male,Married,Bachelor,Human Resources,Sales,Sales Manager,Travel_Frequently,No,2,1,2,6,4269,14,0,3,4,2,3,3,1,0,1,No
EMP-0173,33,Female,Married,Bachelor,Life Sciences,Operations,Operations Analyst,Travel_Frequently,No,14,6,6,2,4436,25,0,3,3,3,3,3,2,2,1,No
EMP-0174,47,Male,Single,Bachelor,Medical,Customer Support,Customer Success Manager,Travel_Rarely,No,8,1,8,2,4416,12,0,3,1,1,1,4,3,3,23,No
EMP-0175,59,Female,Married,Bachelor,Technical Degree,Customer Support,Support Lead,Travel_Frequently,Yes,10,0,2,1,4252,14,2,3,3,3,3,2,1,3,1,No
EMP-0176,34,Female,Married,High School,Marketing,Sales,Sales Representative,Travel_Rarely,No,0,0,0,3,2382,19,0,3,1,3,3,4,3,5,5,Yes
EMP-0177,39,Male,Married,PhD,Human Resources,Engineering,Software Engineer,Travel_Rarely,Yes,1,1,1,1,7167,25,0,3,2,4,4,4,2,3,5,No
EMP-0178,29,Male,Single,Master,Life Sciences,Finance,Accountant,Travel_Rarely,No,0,0,0,3,4390,12,0,4,3,4,1,3,3,4,3,No
EMP-0179,39,Female,Married,Master,Life Sciences,Finance,Finance Analyst,Travel_Frequently,No,0,0,0,4,4679,20,1,4,2,3,3,3,3,3,1,Yes
EMP-0180,31,Female,Divorced,High School,Technical Degree,Engineering,Tech Lead,Travel_Frequently,Yes,13,1,0,4,6819,13,3,4,3,2,3,3,2,4,4,No
EMP-0181,33,Female,Single,Master,Life Sciences,Operations,Operations Manager,Non-Travel,No,2,2,0,2,4826,18,0,3,4,4,4,3,2,2,29,No
EMP-0182,36,Male,Married,Master,Medical,Operations,Operations Analyst,Non-Travel,No,11,9,2,1,5172,11,0,4,3,2,4,3,3,1,16,No
EMP-0183,36,Male,Married,Bachelor,Medical,Sales,Sales Manager,Non-Travel,No,1,1,1,2,3754,14,0,2,1,1,4,3,3,2,13,No
EMP-0184,28,Male,Married,Bachelor,Medical,HR,HR Executive,Non-Travel,Yes,10,9,6,3,3888,14,1,4,3,4,3,3,3,2,1,No
EMP-0185,36,Male,Divorced,High School,Other,Operations,Operations Manager,Travel_Frequently,No,7,3,7,2,4116,15,1,3,2,3,3,3,3,2,1,No
EMP-0186,45,Male,Married,Master,Life Sciences,Finance,Finance Manager,Travel_Frequently,No,9,2,4,1,7700,16,0,3,3,4,3,4,3,3,11,No
EMP-0187,29,Male,Married,Master,Other,Finance,Finance Manager,Travel_Rarely,No,2,1,2,2,6133,12,0,3,3,4,4,4,3,1,9,No
EMP-0188,48,Female,Single,Master,Other,Marketing,Marketing Analyst,Travel_Rarely,No,10,0,0,1,5370,23,1,3,4,3,3,2,4,3,13,No
EMP-0189,24,Male,Married,Master,Technical Degree,Sales,Sales Executive,Travel_Rarely,No,1,0,1,3,3981,23,0,3,4,3,4,4,4,1,14,Yes
EMP-0190,50,Male,Single,High School,Technical Degree,Engineering,Senior Engineer,Travel_Rarely,Yes,2,2,2,4,3997,25,0,3,3,4,1,3,3,3,23,Yes
EMP-0191,31,Female,Single,Master,Human Resources,Sales,Sales Manager,Travel_Rarely,No,3,1,3,2,4787,23,0,3,3,3,2,3,3,2,19,No
EMP-0192,25,Male,Divorced,Bachelor,Other,Marketing,Content Specialist,Travel_Rarely,No,7,1,6,5,4376,12,1,3,2,4,4,3,3,4,11,No
EMP-0193,42,Female,Divorced,Master,Technical Degree,Sales,Sales Manager,Non-Travel,No,1,1,1,1,4414,16,1,2,4,3,3,1,3,3,1,No
EMP-0194,47,Female,Married,High School,Technical Degree,Sales,Sales Representative,Travel_Rarely,Yes,9,5,0,5,3105,12,0,3,2,4,2,3,2,1,7,Yes
EMP-0195,43,Male,Single,Bachelor,Medical,Engineering,Senior Engineer,Travel_Rarely,Yes,7,4,0,1,5468,13,0,4,3,1,3,4,4,3,11,No
EMP-0196,40,Female,Divorced,Master,Technical Degree,Marketing,Marketing Analyst,Non-Travel,No,22,0,2,3,7694,12,2,2,2,1,3,4,3,4,1,Yes
EMP-0197,47,Female,Divorced,Bachelor,Technical Degree,Operations,Logistics Coordinator,Non-Travel,No,5,0,5,1,3651,18,0,3,3,2,3,3,4,3,2,No
EMP-0198,31,Female,Single,High School,Medical,Sales,Sales Executive,Travel_Frequently,No,13,1,1,1,3890,21,2,3,3,3,4,3,4,4,29,No
EMP-0199,29,Male,Married,High School,Other,HR,Payroll Specialist,Travel_Rarely,No,8,6,3,3,2986,21,0,3,3,3,4,3,3,3,3,No
EMP-0200,22,Female,Married,Master,Medical,Engineering,Tech Lead,Travel_Rarely,No,4,0,3,2,8618,18,0,2,3,2,4,4,4,1,7,No
EMP-0201,55,Male,Single,Bachelor,Medical,Sales,Sales Executive,Travel_Rarely,No,7,4,1,2,3267,11,1,2,3,3,4,3,1,3,3,No
EMP-0202,47,Female,Single,Master,Human Resources,Operations,Logistics Coordinator,Travel_Rarely,No,10,3,6,2,4900,20,1,3,1,2,3,3,3,3,5,Yes
EMP-0203,36,Male,Divorced,Bachelor,Other,Marketing,Marketing Analyst,Non-Travel,No,6,3,6,5,3896,20,0,3,1,2,2,3,3,1,16,No
EMP-0204,35,Female,Single,Bachelor,Marketing,Engineering,Data Analyst,Travel_Rarely,No,3,2,3,1,4873,18,1,4,3,4,3,3,4,1,1,No
EMP-0205,38,Male,Married,Bachelor,Medical,Customer Support,Customer Success Manager,Non-Travel,No,2,2,1,3,3573,21,0,2,3,3,3,4,3,3,5,No
EMP-0206,22,Male,Married,Bachelor,Technical Degree,Engineering,Tech Lead,Travel_Frequently,No,4,0,0,5,6935,21,1,4,3,3,4,3,3,2,1,No
EMP-0207,43,Female,Married,PhD,Human Resources,Sales,Sales Representative,Travel_Rarely,No,21,0,0,1,7092,19,2,3,3,3,4,3,3,4,21,No
EMP-0208,48,Male,Single,Bachelor,Other,Sales,Sales Executive,Non-Travel,No,2,0,2,2,3016,16,1,4,3,2,1,3,3,3,1,No
EMP-0209,37,Female,Married,Master,Human Resources,Marketing,Content Specialist,Travel_Rarely,No,3,1,3,1,4626,25,0,3,3,1,3,3,3,3,29,No
EMP-0210,26,Female,Married,PhD,Other,Sales,Sales Manager,Travel_Rarely,No,5,5,0,2,6943,25,1,3,2,4,2,3,4,1,2,No
EMP-0211,27,Male,Married,Bachelor,Human Resources,Sales,Sales Manager,Non-Travel,No,5,1,5,2,4063,15,2,4,1,4,3,3,3,4,2,No
EMP-0212,42,Male,Married,Bachelor,Medical,Sales,Sales Representative,Travel_Rarely,Yes,2,2,2,1,3241,25,1,3,3,3,4,3,3,2,11,No
EMP-0213,38,Male,Divorced,Bachelor,Medical,Finance,Finance Analyst,Travel_Rarely,No,5,0,2,1,4966,15,3,4,3,3,4,4,3,3,17,No
EMP-0214,33,Male,Single,Bachelor,Other,Engineering,Data Analyst,Travel_Rarely,No,7,1,2,2,5774,23,0,3,4,3,1,1,3,4,14,No
EMP-0215,31,Female,Married,PhD,Other,HR,Payroll Specialist,Non-Travel,No,10,0,1,1,5549,17,1,2,1,2,3,1,4,5,6,No
EMP-0216,36,Female,Married,Bachelor,Other,Engineering,Data Analyst,Non-Travel,No,1,1,1,4,4237,15,3,2,4,3,3,2,3,3,1,No
EMP-0217,44,Male,Married,Bachelor,Medical,Operations,Operations Analyst,Travel_Rarely,No,5,2,0,5,3496,25,0,3,3,2,4,4,4,3,3,No
EMP-0218,36,Male,Married,Master,Human Resources,Sales,Sales Executive,Non-Travel,Yes,11,2,4,4,5237,20,0,3,3,2,4,4,2,2,14,Yes
EMP-0219,44,Female,Married,Master,Human Resources,Marketing,Content Specialist,Travel_Rarely,No,16,0,16,1,6145,12,1,2,1,4,3,3,2,3,20,No
EMP-0220,33,Male,Married,Master,Other,Engineering,Data Analyst,Travel_Rarely,No,7,0,2,1,7750,23,0,3,3,1,2,2,3,3,14,No
EMP-0221,41,Male,Married,Master,Technical Degree,Operations,Operations Manager,Non-Travel,No,3,3,3,3,4921,12,0,4,4,2,3,2,4,1,1,No
EMP-0222,37,Male,Divorced,Master,Medical,Sales,Sales Representative,Travel_Rarely,No,5,2,5,1,4394,15,1,4,3,4,3,2,3,4,1,No
EMP-0223,39,Female,Married,Master,Human Resources,Engineering,Software Engineer,Travel_Rarely,Yes,5,3,1,3,6742,11,2,3,3,3,4,2,3,5,15,No
EMP-0224,39,Male,Married,Bachelor,Marketing,Engineering,Senior Engineer,Travel_Frequently,No,2,0,2,2,4511,19,1,2,3,2,4,3,3,4,3,No
EMP-0225,51,Male,Married,Bachelor,Medical,Engineering,Software Engineer,Travel_Rarely,No,7,2,1,4,5962,20,0,3,3,3,3,2,2,1,3,No
EMP-0226,34,Female,Married,Bachelor,Marketing,Engineering,Software Engineer,Travel_Rarely,No,8,0,0,3,6109,20,0,3,2,4,1,1,3,2,10,No
EMP-0227,22,Female,Married,Bachelor,Technical Degree,Sales,Sales Manager,Travel_Rarely,Yes,1,0,1,6,4093,13,2,3,3,2,1,3,4,4,9,Yes
EMP-0228,38,Female,Married,Bachelor,Medical,Operations,Operations Analyst,Travel_Rarely,No,5,0,2,4,3209,17,0,3,2,3,2,2,4,3,4,Yes
EMP-0229,35,Female,Single,Bachelor,Life Sciences,HR,HR Executive,Travel_Rarely,No,13,1,9,2,4317,21,0,3,1,4,3,3,3,4,11,No
EMP-0230,40,Male,Married,Master,Other,HR,Payroll Specialist,Travel_Rarely,Yes,2,2,1,2,3538,22,0,3,4,1,3,3,3,0,1,No
EMP-0231,22,Female,Married,Master,Marketing,HR,Payroll Specialist,Non-Travel,No,4,1,1,1,4073,14,1,3,2,3,3,3,4,2,17,No
EMP-0232,34,Male,Married,Bachelor,Marketing,Sales,Sales Representative,Travel_Rarely,No,7,2,7,1,3397,18,2,3,4,2,2,3,4,1,14,No
EMP-0233,37,Male,Married,PhD,Life Sciences,Finance,Finance Analyst,Travel_Frequently,No,19,5,2,1,10340,17,1,3,1,2,3,3,3,5,8,No
EMP-0234,32,Female,Married,Master,Other,Customer Support,Support Executive,Non-Travel,No,0,0,0,5,2890,21,0,4,3,2,4,3,3,3,5,No
EMP-0235,41,Female,Married,Master,Marketing,Customer Support,Support Executive,Travel_Rarely,Yes,15,1,3,3,4811,16,2,1,3,4,3,3,3,3,1,No
EMP-0236,49,Female,Single,Master,Marketing,Customer Support,Support Lead,Travel_Rarely,No,3,2,3,5,4153,14,0,3,3,2,3,2,3,4,4,No
EMP-0237,31,Female,Married,PhD,Technical Degree,HR,HR Manager,Travel_Frequently,No,1,0,1,2,5209,17,0,3,2,3,4,2,3,4,2,Yes
EMP-0238,36,Male,Married,High School,Other,Marketing,Marketing Manager,Travel_Rarely,No,1,1,0,1,3470,13,1,3,3,2,3,2,3,5,1,No
EMP-0239,34,Male,Married,Bachelor,Medical,Engineering,Tech Lead,Travel_Rarely,No,11,2,2,3,8621,23,0,2,1,4,3,1,4,5,1,No
EMP-0240,30,Female,Single,Bachelor,Human Resources,Operations,Logistics Coordinator,Non-Travel,No,2,2,2,3,2990,13,3,2,4,3,3,3,3,3,4,No
EMP-0241,22,Male,Single,Bachelor,Human Resources,Engineering,Software Engineer,Travel_Rarely,No,4,3,3,4,5362,17,2,3,2,2,4,3,3,3,1,No
EMP-0242,22,Male,Married,Bachelor,Human Resources,Engineering,Data Analyst,Travel_Frequently,No,2,0,2,1,4747,11,0,4,3,4,2,4,3,3,5,No
EMP-0243,29,Male,Married,Master,Technical Degree,Operations,Logistics Coordinator,Travel_Rarely,No,3,3,0,1,3942,16,0,3,3,1,4,3,3,3,25,No
EMP-0244,34,Male,Divorced,Bachelor,Marketing,Customer Support,Support Lead,Travel_Frequently,Yes,7,3,1,1,4102,22,2,3,3,2,4,3,3,3,22,Yes
EMP-0245,45,Female,Married,Master,Marketing,Engineering,Senior Engineer,Travel_Rarely,No,9,0,9,1,7701,16,2,4,1,3,3,3,3,3,1,No
EMP-0246,39,Male,Single,PhD,Technical Degree,Customer Support,Customer Success Manager,Travel_Frequently,Yes,0,0,0,2,4182,25,1,3,2,4,4,2,3,1,7,Yes
EMP-0247,48,Female,Married,High School,Marketing,Operations,Logistics Coordinator,Non-Travel,No,7,5,4,2,3032,11,0,3,2,4,3,2,3,2,14,No
EMP-0248,29,Female,Married,Bachelor,Marketing,Operations,Operations Manager,Non-Travel,No,4,4,4,4,4260,19,3,3,3,3,4,4,3,3,8,No
EMP-0249,46,Male,Single,Bachelor,Marketing,Engineering,Software Engineer,Non-Travel,No,3,0,2,2,4691,15,2,3,2,2,3,3,3,4,1,No
EMP-0250,47,Male,Married,Bachelor,Human Resources,Finance,Finance Analyst,Non-Travel,No,7,3,1,1,4776,20,1,3,4,2,1,3,3,4,3,No
EMP-0251,45,Male,Single,Master,Medical,Finance,Accountant,Non-Travel,No,3,0,3,2,5304,25,0,3,3,3,3,2,4,0,1,No
EMP-0252,51,Male,Single,Bachelor,Technical Degree,Engineering,Software Engineer,Travel_Rarely,No,4,4,1,1,4730,14,0,3,3,3,1,2,3,1,4,No
EMP-0253,34,Female,Divorced,Master,Life Sciences,Sales,Sales Manager,Travel_Rarely,No,2,2,0,6,5367,14,0,4,2,4,2,3,2,3,4,No
EMP-0254,51,Female,Married,High School,Human Resources,Customer Support,Support Executive,Non-Travel,No,3,1,3,2,2404,13,0,3,4,4,2,2,3,2,16,No
EMP-0255,22,Female,Married,Master,Other,Operations,Operations Analyst,Travel_Rarely,No,2,0,0,3,3795,11,1,2,2,1,3,4,4,3,7,No
EMP-0256,32,Male,Married,Bachelor,Human Resources,Operations,Operations Analyst,Travel_Rarely,No,1,1,1,5,3088,17,0,3,2,3,3,2,4,3,2,Yes
EMP-0257,32,Male,Single,Bachelor,Technical Degree,Sales,Sales Executive,Travel_Frequently,No,4,2,1,5,3436,20,0,3,1,2,3,2,3,0,1,Yes
EMP-0258,36,Female,Single,Bachelor,Other,Sales,Sales Manager,Travel_Frequently,No,11,0,8,2,5745,12,1,3,3,4,2,2,3,2,5,Yes
EMP-0259,39,Female,Single,Bachelor,Technical Degree,Customer Support,Support Executive,Non-Travel,No,3,1,0,3,2729,11,3,3,3,3,3,1,3,4,18,No
EMP-0260,46,Male,Married,Master,Marketing,Customer Support,Support Executive,Travel_Frequently,No,27,1,7,4,6681,25,3,3,3,4,3,1,2,2,5,No
EMP-0261,42,Male,Single,Bachelor,Other,Marketing,Content Specialist,Travel_Rarely,Yes,6,6,0,4,3808,24,0,3,3,2,3,3,3,3,3,Yes
EMP-0262,22,Female,Married,Bachelor,Human Resources,Engineering,Tech Lead,Travel_Rarely,No,4,0,0,1,7461,19,0,4,3,3,4,3,3,3,10,No
EMP-0263,32,Male,Single,Bachelor,Technical Degree,Customer Support,Support Lead,Non-Travel,No,0,0,0,2,3287,22,3,1,2,4,1,4,3,2,9,No
EMP-0264,44,Male,Single,PhD,Medical,Customer Support,Customer Success Manager,Travel_Rarely,Yes,10,5,3,1,5798,14,0,3,4,2,3,3,3,3,4,No
EMP-0265,30,Female,Married,Master,Human Resources,HR,Payroll Specialist,Non-Travel,No,3,0,3,1,3971,17,3,2,4,3,4,4,3,4,6,No
EMP-0266,35,Female,Married,Master,Life Sciences,Operations,Logistics Coordinator,Travel_Rarely,Yes,2,0,2,2,3580,25,3,3,3,3,3,3,2,3,4,No
EMP-0267,28,Male,Single,Bachelor,Technical Degree,Finance,Finance Analyst,Travel_Rarely,No,2,2,2,3,3879,18,0,3,3,2,3,3,3,4,9,No
EMP-0268,30,Male,Married,Bachelor,Technical Degree,Finance,Finance Manager,Travel_Frequently,Yes,12,2,1,1,7879,25,1,3,3,3,3,3,1,2,6,No
EMP-0269,56,Male,Single,PhD,Medical,Engineering,Senior Engineer,Travel_Rarely,No,6,0,4,4,8123,11,1,4,1,1,4,4,4,4,1,Yes
EMP-0270,25,Male,Single,Master,Medical,Engineering,Software Engineer,Travel_Rarely,Yes,7,0,2,1,7386,11,0,3,3,2,3,1,3,3,1,Yes
EMP-0271,29,Male,Single,Bachelor,Life Sciences,Operations,Logistics Coordinator,Travel_Rarely,No,0,0,0,2,3096,18,1,4,3,2,3,4,3,6,1,No
EMP-0272,47,Male,Married,Bachelor,Technical Degree,HR,HR Executive,Travel_Rarely,Yes,1,1,1,1,2579,15,3,4,3,3,4,1,3,2,16,No
EMP-0273,46,Female,Divorced,Master,Life Sciences,Engineering,Software Engineer,Travel_Frequently,Yes,15,1,9,2,9336,21,0,3,3,2,4,3,3,4,6,No
EMP-0274,31,Female,Single,Bachelor,Human Resources,Engineering,Tech Lead,Travel_Rarely,No,3,3,3,1,6115,24,2,3,2,2,3,4,4,3,11,No
EMP-0275,38,Male,Single,Master,Other,Finance,Finance Manager,Travel_Rarely,No,10,9,4,1,9132,24,3,3,4,4,3,3,3,5,9,No
EMP-0276,37,Male,Married,High School,Human Resources,Operations,Operations Analyst,Travel_Rarely,No,0,0,0,3,2400,18,1,3,2,1,1,3,2,4,4,Yes
EMP-0277,48,Male,Married,Bachelor,Life Sciences,Engineering,Data Analyst,Travel_Frequently,No,13,0,4,3,6987,17,1,4,2,3,2,2,3,5,3,No
EMP-0278,34,Male,Married,Master,Human Resources,Operations,Operations Analyst,Travel_Rarely,No,1,1,1,2,3930,17,2,3,3,3,3,4,3,3,1,No
EMP-0279,34,Male,Married,PhD,Life Sciences,Customer Support,Customer Success Manager,Travel_Rarely,No,3,0,0,3,4944,20,0,2,2,3,3,4,3,3,3,No
EMP-0280,42,Male,Single,Master,Life Sciences,Sales,Sales Representative,Travel_Rarely,No,0,0,0,3,3156,24,0,3,3,3,1,3,4,4,5,No
EMP-0281,37,Female,Married,Bachelor,Life Sciences,Finance,Finance Manager,Travel_Rarely,Yes,7,1,5,3,5712,13,0,3,3,4,3,2,3,1,13,No
EMP-0282,41,Female,Single,Bachelor,Other,Operations,Operations Analyst,Travel_Rarely,No,11,0,1,1,4003,11,1,4,2,2,4,4,1,4,13,No
EMP-0283,22,Female,Married,Bachelor,Human Resources,Operations,Logistics Coordinator,Travel_Rarely,No,3,0,1,3,3506,13,0,3,1,4,3,3,4,2,13,No
EMP-0284,39,Female,Married,Master,Marketing,Sales,Sales Executive,Non-Travel,Yes,10,1,2,1,4633,25,1,4,2,2,3,3,3,3,2,Yes
EMP-0285,52,Male,Married,Master,Life Sciences,Sales,Sales Manager,Travel_Frequently,Yes,4,0,4,5,5136,11,1,3,2,4,3,3,3,2,2,No
EMP-0286,36,Male,Single,Master,Other,HR,HR Executive,Travel_Rarely,No,1,0,1,2,3590,18,0,3,4,3,2,3,3,3,9,No
EMP-0287,51,Male,Married,High School,Other,Marketing,Marketing Analyst,Travel_Rarely,Yes,2,1,2,4,2730,21,0,3,3,1,3,4,3,3,1,Yes
EMP-0288,27,Female,Married,Bachelor,Marketing,Engineering,Tech Lead,Travel_Rarely,No,6,1,0,3,7514,20,1,1,2,3,3,3,4,4,1,No
EMP-0289,44,Female,Divorced,Bachelor,Technical Degree,Operations,Logistics Coordinator,Non-Travel,No,4,2,2,1,3139,22,0,3,3,3,1,3,3,5,5,No
EMP-0290,31,Female,Married,Master,Medical,Operations,Operations Manager,Travel_Rarely,No,1,0,1,5,5343,14,1,4,4,3,3,1,3,3,29,No
EMP-0291,22,Male,Married,Bachelor,Life Sciences,Sales,Sales Manager,Travel_Frequently,No,4,2,0,5,4610,22,0,1,3,3,2,4,3,3,6,No
EMP-0292,41,Female,Single,Bachelor,Other,Operations,Logistics Coordinator,Travel_Rarely,No,23,4,0,3,5753,12,2,2,3,1,4,4,3,4,1,No
EMP-0293,50,Female,Single,Bachelor,Medical,Sales,Sales Manager,Non-Travel,No,4,0,0,2,4335,14,0,3,1,2,3,1,3,3,2,Yes
EMP-0294,40,Female,Single,Master,Medical,Sales,Sales Representative,Travel_Rarely,No,2,2,2,1,3424,13,1,3,2,3,3,2,2,3,5,No
EMP-0295,29,Male,Married,Bachelor,Marketing,Operations,Logistics Coordinator,Travel_Rarely,No,2,1,2,1,3295,18,1,3,4,4,3,2,4,5,4,No
EMP-0296,40,Male,Divorced,PhD,Medical,Marketing,Marketing Manager,Travel_Rarely,No,3,3,3,4,6842,18,0,3,3,3,4,4,3,1,3,No
EMP-0297,26,Female,Married,Bachelor,Life Sciences,Sales,Sales Manager,Travel_Rarely,Yes,1,1,0,2,3434,13,1,3,1,3,3,3,3,2,1,Yes
EMP-0298,43,Male,Married,Master,Technical Degree,Sales,Sales Representative,Travel_Rarely,No,14,0,12,3,5742,15,0,3,3,4,3,4,2,3,2,No
EMP-0299,44,Male,Married,Bachelor,Human Resources,Engineering,Data Analyst,Travel_Rarely,No,20,6,2,3,8247,13,0,3,1,4,4,4,3,0,1,No
EMP-0300,34,Male,Single,Master,Marketing,Engineering,Data Analyst,Travel_Rarely,No,2,2,0,1,5551,18,2,4,4,3,4,4,3,3,25,No
EMP-0301,22,Female,Married,High School,Human Resources,Sales,Sales Representative,Travel_Rarely,No,4,4,1,3,2968,19,1,4,2,3,3,3,3,2,6,No
EMP-0302,38,Female,Single,Bachelor,Technical Degree,Sales,Sales Manager,Travel_Frequently,No,2,1,0,2,3865,12,1,3,1,1,4,3,3,6,6,Yes
EMP-0303,30,Female,Married,Bachelor,Technical Degree,Engineering,Data Analyst,Travel_Rarely,No,2,0,0,4,5198,19,0,3,3,3,4,2,3,3,4,No
EMP-0304,27,Male,Single,Bachelor,Other,Finance,Accountant,Travel_Rarely,No,2,1,2,2,4433,20,1,4,4,2,3,3,3,2,14,No
EMP-0305,50,Female,Divorced,Bachelor,Life Sciences,Marketing,Content Specialist,Travel_Rarely,Yes,7,0,3,3,4466,13,1,3,4,3,3,3,4,2,1,No
EMP-0306,22,Male,Married,Bachelor,Medical,Engineering,Tech Lead,Travel_Rarely,No,2,2,1,2,6335,20,0,3,1,3,2,1,3,2,6,Yes
EMP-0307,42,Male,Married,Master,Medical,Marketing,Content Specialist,Travel_Rarely,Yes,12,3,5,5,6283,19,2,4,2,2,3,1,4,5,1,Yes
EMP-0308,35,Female,Married,Bachelor,Technical Degree,Marketing,Marketing Manager,Non-Travel,No,2,1,2,6,4190,18,3,4,1,2,4,1,3,3,13,No
EMP-0309,30,Male,Single,Bachelor,Technical Degree,Engineering,Data Analyst,Travel_Frequently,No,0,0,0,3,4684,17,3,3,4,3,1,4,3,5,15,No
EMP-0310,49,Female,Married,Bachelor,Human Resources,Engineering,Tech Lead,Travel_Rarely,No,5,5,0,3,7441,21,2,3,3,2,3,3,3,3,7,No
EMP-0311,28,Female,Single,Bachelor,Other,Sales,Sales Executive,Non-Travel,Yes,10,0,1,4,4017,12,2,2,4,3,4,4,3,4,7,No
EMP-0312,34,Female,Single,Master,Marketing,Finance,Finance Manager,Travel_Rarely,Yes,12,7,0,1,9228,22,0,3,4,4,3,3,3,2,3,Yes
EMP-0313,27,Male,Married,Master,Medical,Engineering,Software Engineer,Travel_Rarely,No,6,1,5,1,7370,24,1,3,2,3,2,3,3,3,3,No
EMP-0314,24,Female,Divorced,Master,Life Sciences,Sales,Sales Representative,Non-Travel,No,3,3,1,1,3821,25,1,4,3,2,3,4,3,3,26,No
EMP-0315,49,Male,Married,High School,Other,Operations,Operations Analyst,Travel_Rarely,No,7,0,2,1,3015,19,3,4,3,3,3,3,4,1,2,No
EMP-0316,47,Female,Divorced,Bachelor,Life Sciences,Engineering,Tech Lead,Travel_Rarely,No,3,3,0,3,6425,11,0,3,1,3,3,4,3,2,12,No
EMP-0317,31,Male,Married,Bachelor,Marketing,Engineering,Data Analyst,Travel_Frequently,No,2,1,1,2,4653,20,1,4,1,3,3,3,3,2,9,No
EMP-0318,52,Male,Single,Master,Life Sciences,Operations,Logistics Coordinator,Non-Travel,No,24,2,0,1,7746,15,2,3,4,1,3,2,3,1,3,No
EMP-0319,38,Male,Married,Master,Life Sciences,Sales,Sales Representative,Travel_Rarely,Yes,6,3,1,1,4743,19,0,4,3,4,4,3,3,6,2,No
EMP-0320,29,Male,Single,Bachelor,Life Sciences,Operations,Operations Analyst,Travel_Rarely,Yes,7,3,3,2,3983,16,0,3,2,2,3,2,4,3,26,Yes
EMP-0321,35,Male,Married,High School,Other,Sales,Sales Executive,Non-Travel,No,6,3,4,1,3000,13,1,4,3,2,2,2,3,2,2,No
EMP-0322,39,Female,Married,Master,Marketing,Marketing,Content Specialist,Non-Travel,Yes,4,4,2,4,4183,22,1,2,3,1,3,3,3,2,5,No
EMP-0323,39,Female,Married,PhD,Technical Degree,Sales,Sales Executive,Non-Travel,No,17,1,1,2,6942,12,0,2,3,2,3,3,4,3,8,No
EMP-0324,33,Male,Married,Bachelor,Medical,Sales,Sales Executive,Travel_Rarely,No,7,0,5,1,3854,24,0,3,3,3,4,3,2,4,12,No
EMP-0325,30,Male,Divorced,Bachelor,Medical,HR,Payroll Specialist,Travel_Rarely,No,1,0,1,3,2948,11,0,3,3,3,4,2,2,3,16,No
EMP-0326,29,Female,Married,Bachelor,Marketing,Engineering,Senior Engineer,Travel_Rarely,No,11,5,10,2,6794,25,1,3,2,4,4,2,4,3,12,No
EMP-0327,30,Female,Married,Bachelor,Marketing,Engineering,Data Analyst,Non-Travel,No,3,3,3,2,5438,18,0,4,4,4,3,1,4,4,9,No
EMP-0328,37,Female,Single,Bachelor,Medical,Operations,Logistics Coordinator,Travel_Rarely,No,10,1,3,2,4013,13,1,3,2,3,2,4,1,3,9,No
EMP-0329,32,Male,Married,Bachelor,Other,Finance,Auditor,Travel_Rarely,No,4,0,1,1,4400,17,0,3,3,4,1,4,3,1,23,No
EMP-0330,44,Female,Married,High School,Marketing,HR,HR Manager,Non-Travel,No,0,0,0,2,2677,19,0,3,4,2,3,3,3,2,1,No
EMP-0331,41,Male,Married,Bachelor,Technical Degree,Sales,Sales Manager,Travel_Rarely,No,14,5,4,1,5462,11,0,3,4,4,3,4,3,3,2,No
EMP-0332,27,Male,Divorced,Bachelor,Human Resources,HR,HR Executive,Travel_Rarely,No,5,2,1,3,3378,16,0,3,3,4,4,2,4,1,27,No
EMP-0333,26,Male,Single,Master,Technical Degree,Sales,Sales Executive,Non-Travel,No,4,4,4,1,4103,11,0,1,3,3,4,3,3,4,6,Yes
EMP-0334,24,Female,Married,Bachelor,Marketing,Operations,Logistics Coordinator,Travel_Rarely,No,1,1,1,5,3120,22,0,3,3,3,3,3,4,2,1,No
EMP-0335,27,Male,Married,Bachelor,Medical,Engineering,Software Engineer,Non-Travel,No,0,0,0,3,4125,25,1,3,2,3,4,3,2,1,1,No
EMP-0336,43,Male,Divorced,High School,Marketing,Engineering,Senior Engineer,Non-Travel,No,1,1,1,1,3757,24,0,4,3,2,1,4,3,5,6,No
EMP-0337,24,Female,Divorced,Bachelor,Marketing,HR,Recruiter,Travel_Rarely,No,0,0,0,3,2556,11,1,3,4,4,4,3,2,3,5,Yes
EMP-0338,42,Female,Married,Bachelor,Life Sciences,Sales,Sales Representative,Travel_Rarely,Yes,5,3,4,2,3608,25,3,3,4,4,2,2,4,3,8,No
EMP-0339,27,Female,Married,Bachelor,Medical,HR,HR Executive,Travel_Rarely,No,6,0,1,2,3154,22,0,1,3,3,3,3,3,4,20,No
